duplicate
"LOS SANTOS,LAS TABLAS,BAJO CORRAL"
"LOS SANTOS,LAS TABLAS,SAN MIGUEL"
"LOS SANTOS,LAS TABLAS,SANTO DOMINGO"
"LOS SANTOS,LAS TABLAS,SESTEADERO"
"LOS SANTOS,LAS TABLAS,VALLE RICO"
"LOS SANTOS,LAS TABLAS,VALLERIQUITO"
"LOS SANTOS,LAS TABLAS,BAYANO"
"LOS SANTOS,LAS TABLAS,EL CARATE"
"LOS SANTOS,LAS TABLAS,EL COCAL"
"LOS SANTOS,LAS TABLAS,EL MANANTIAL"
"LOS SANTOS,LAS TABLAS,EL MUÑOZ"
"LOS SANTOS,LAS TABLAS,EL PEDREGOSO"
"LOS SANTOS,LAS TABLAS,LA LAJA"
"LOS SANTOS,LOS SANTOS,INVALIDO"
"LOS SANTOS,LOS SANTOS,LA VILLA DE LOS SANTOS (CABECERA)"
"LOS SANTOS,LOS SANTOS,SABANA GRANDE"
"LOS SANTOS,LOS SANTOS,SANTA ANA"
"LOS SANTOS,LOS SANTOS,TRES QUEBRADAS"
"LOS SANTOS,LOS SANTOS,AGUA BUENA"
"LOS SANTOS,LOS SANTOS,VILLA LOURDES"
"LOS SANTOS,LOS SANTOS,EL GUASIMO"
"LOS SANTOS,LOS SANTOS,LA COLORADA"
"LOS SANTOS,LOS SANTOS,LA ESPIGADILLA"
"LOS SANTOS,LOS SANTOS,LAS CRUCES"
"LOS SANTOS,LOS SANTOS,LAS GUABAS"
"LOS SANTOS,LOS SANTOS,LOS ANGELES"
"LOS SANTOS,LOS SANTOS,LOS OLIVOS"
"LOS SANTOS,LOS SANTOS,LLANO LARGO"
"LOS SANTOS,MACARACAS,INVALIDO"
"LOS SANTOS,MACARACAS,MACARACAS (CABECERA)"
"LOS SANTOS,MACARACAS,LLANO DE PIEDRA"
"LOS SANTOS,MACARACAS,MOGOLLON"
"LOS SANTOS,MACARACAS,BAHIA HONDA"
"LOS SANTOS,MACARACAS,BAJOS DE GUERA"
"LOS SANTOS,MACARACAS,COROZAL"
"LOS SANTOS,MACARACAS,CHUPA"
"LOS SANTOS,MACARACAS,EL CEDRO"
"LOS SANTOS,MACARACAS,ESPINO AMARILLO"
"LOS SANTOS,MACARACAS,LA MESA"
"LOS SANTOS,MACARACAS,LAS PALMAS"
"LOS SANTOS,PEDASI,INVALIDO"
"LOS SANTOS,PEDASI,PEDASI (CABECERA)"
"LOS SANTOS,PEDASI,LOS ASIENTOS"
"LOS SANTOS,PEDASI,MARIABE"
"LOS SANTOS,PEDASI,PURIO"
"LOS SANTOS,PEDASI,ORIA ARRIBA"
"LOS SANTOS,POCRI,INVALIDO"
"LOS SANTOS,POCRI,POCRI"
"LOS SANTOS,POCRI,EL CAÑAFISTULO"
"LOS SANTOS,POCRI,LAJAMINA"
"LOS SANTOS,POCRI,PARAISO"
"LOS SANTOS,POCRI,PARITILLA"
"LOS SANTOS,TONOSI,INVALIDO"
"LOS SANTOS,TONOSI,TONOSI (CABECERA)"
"LOS SANTOS,TONOSI,CAMBUTAL"
"LOS SANTOS,TONOSI,ISLA DE CAQAS"
"LOS SANTOS,TONOSI,ALTOS DE GUERA"
"LOS SANTOS,TONOSI,CAÑAS"
"LOS SANTOS,TONOSI,EL BEBEDERO"
"LOS SANTOS,TONOSI,EL CACAO"
"LOS SANTOS,TONOSI,EL CORTEZO"
"LOS SANTOS,TONOSI,FLORES"
"LOS SANTOS,TONOSI,GUANICO"
"LOS SANTOS,TONOSI,LA TRONOSA"
"PANAMA,INVALIDO,INVALIDO"
"PANAMA,SAN MIGUELITO,INVALIDO"
"PANAMA,SAN MIGUELITO,AMELIA DENIS DE ICAZA"
"PANAMA,SAN MIGUELITO,BELISARIO PORRAS"
"PANAMA,SAN MIGUELITO,JOSE DOMINGO ESPINAR"
"PANAMA,SAN MIGUELITO,MATEO ITURRALDE"
"PANAMA,SAN MIGUELITO,VICTORIANO LORENZO"
"PANAMA,SAN MIGUELITO,ARNULFO ARIAS"
"PANAMA,SAN MIGUELITO,BELISARIO FRIAS"
"PANAMA,SAN MIGUELITO,OMAR TORRIJOS"
"PANAMA,SAN MIGUELITO,RUFINA ALFARO"
"PANAMA,TABOGA,INVALIDO"
"PANAMA,TABOGA,TABOGA (CABECERA)"
"PANAMA,TABOGA,OTOQUE ORIENTE"
"PANAMA,TABOGA,OTOQUE OCCIDENTE"
"PANAMA,BALBOA,INVALIDO"
"PANAMA,BALBOA,SAN MIGUEL (CABECERA)"
"PANAMA,BALBOA,LA ENSENADA"
"PANAMA,BALBOA,LA ESMERALDA"
"PANAMA,BALBOA,LA GUINEA"
"PANAMA,BALBOA,PEDRO GONZALEZ"
"PANAMA,BALBOA,SABOGA"
"PANAMA,CHEPO,INVALIDO"
"PANAMA,CHEPO,CHEPO (CABECERA)"
"PANAMA,CHEPO,CAÑITA"
"PANAMA,CHEPO,CHEPILLO"
"PANAMA,CHEPO,EL LLANO"
"PANAMA,CHEPO,LAS MARGARITAS"
"PANAMA,CHEPO,SANTA CRUZ DE CHININA"
"PANAMA,CHEPO,COMARCA KUNA DE MADUNGANDI"
"PANAMA,CHEPO,TORTI"
"PANAMA,CHIMAN,INVALIDO"
"PANAMA,CHIMAN,CHIMAN (CABECERA)"
"PANAMA,CHIMAN,BRUJAS"
"PANAMA,CHIMAN,GONZALO VASQUEZ"
"PANAMA,CHIMAN,PASIGA"
"PANAMA,CHIMAN,UNION SANTEÑA"
"PANAMA,PANAMA,INVALIDO"
"PANAMA,PANAMA,SAN FELIPE"
"PANAMA,PANAMA,PARQUE LEFEVRE"
"PANAMA,PANAMA,RIO ABAJO"
"PANAMA,PANAMA,JUAN DIAZ"
"PANAMA,PANAMA,PEDREGAL"
"PANAMA,PANAMA,ANCON"
"PANAMA,PANAMA,CHILIBRE"
"PANAMA,PANAMA,LAS CUMBRES"
"PANAMA,PANAMA,PACORA"
"PANAMA,PANAMA,SAN MARTIN"
"PANAMA,PANAMA,TOCUMEN"
"PANAMA,PANAMA,EL CHORRILLO"
"PANAMA,PANAMA,LAS MAÑANITAS"
"PANAMA,PANAMA,24 DE DICIEMBRE"
"PANAMA,PANAMA,ERNESTO CORDOBA CAMPOS"
"PANAMA,PANAMA,ALCALDE DIAZ"
"PANAMA,PANAMA,CAIMITILLO"
"PANAMA,PANAMA,DON BOSCO"
"PANAMA,PANAMA,LAS GARZAS"
"PANAMA,PANAMA,SANTA ANA"
"PANAMA,PANAMA,LA EXPOCICION O CALIDONIA"
"PANAMA,PANAMA,CURUNDU"
"PANAMA,PANAMA,BETANIA"
"PANAMA,PANAMA,BELLA VISTA"
"PANAMA,PANAMA,PUEBLO NUEVO"
"PANAMA,PANAMA,SAN FRANCISCO"
"VERAGUAS,INVALIDO,INVALIDO"
"VERAGUAS,ATALAYA,INVALIDO"
"VERAGUAS,ATALAYA,ATALAYA (CABECERA)"
"VERAGUAS,ATALAYA,EL BARRITO"
"VERAGUAS,ATALAYA,LA MONTAÑUELA"
"VERAGUAS,ATALAYA,LA CARRILLO"
"VERAGUAS,ATALAYA,SAN ANTONIO"
"VERAGUAS,SANTIAGO,INVALIDO"
"VERAGUAS,SANTIAGO,SANTIAGO (CABECERA)"
"VERAGUAS,SANTIAGO,EDWIN FABREGA"
"VERAGUAS,SANTIAGO,SAN MARTIN DE PORRES"
"VERAGUAS,SANTIAGO,URRACA"
"VERAGUAS,SANTIAGO,LA COLORADA"
"VERAGUAS,SANTIAGO,LA PEÑA"
"VERAGUAS,SANTIAGO,LA RAYA DE SANTA MARIA"
"VERAGUAS,SANTIAGO,PONUGA"
"VERAGUAS,SANTIAGO,SAN PEDRO DEL ESPINO"
"VERAGUAS,SANTIAGO,CANTO DEL LLANO"
"VERAGUAS,SANTIAGO,LOS ALGARROBOS"
"VERAGUAS,SANTIAGO,CARLOS SANTANA AVILA"
"VERAGUAS,SONA,INVALIDO"
"VERAGUAS,SONA,SONA (CABECERA)"
"VERAGUAS,SONA,RODEO VIEJO"
"VERAGUAS,SONA,BAHIA HONDA"
"VERAGUAS,SONA,CALIDONIA"
"VERAGUAS,SONA,CATIVE"
"VERAGUAS,SONA,EL MARAÑAON"
"VERAGUAS,SONA,GUARUMAL"
"VERAGUAS,SONA,LA SOLEDAD"
"VERAGUAS,SONA,QUEBRADA DE ORO"
"VERAGUAS,SONA,RIO GRANDE"
"VERAGUAS,MARIATO,LLANO DE CATIVAL O MARIATO (CABECERA)"
"VERAGUAS,MARIATO,ARENAS"
"VERAGUAS,MARIATO,EL CACAO"
"VERAGUAS,MARIATO,QUEBRO"
"VERAGUAS,MARIATO,TEBARIO"
"VERAGUAS,CALOBRE,INVALIDO"
"VERAGUAS,CALOBRE,CALOBRE (CABECERA)"
"VERAGUAS,CALOBRE,LAS GUIAS"
"VERAGUAS,CALOBRE,MONJARAS"
"VERAGUAS,CALOBRE,SAN JOSE"
"VERAGUAS,CALOBRE,BARNIZAL"
"VERAGUAS,CALOBRE,CHITRA"
"VERAGUAS,CALOBRE,EL COCLA"
"VERAGUAS,CALOBRE,EL POTRERO"
"VERAGUAS,CALOBRE,LA LAGUNA"
"VERAGUAS,CALOBRE,LA RAYA DE CALOBRE"
"VERAGUAS,CALOBRE,LA TETILLA"
"VERAGUAS,CALOBRE,LA YEGUADA"
"VERAGUAS,CAÑAZAS,INVALIDO"
"VERAGUAS,CAÑAZAS,CAÑAZAS (CABECERA)"
"VERAGUAS,CAÑAZAS,CERRO PLATA"
"VERAGUAS,CAÑAZAS,EL PICADOR"
"VERAGUAS,CAÑAZAS,LOS VALLES"
"VERAGUAS,CAÑAZAS,SAN JOSE"
"VERAGUAS,CAÑAZAS,SAN MARCELO"
"VERAGUAS,CAÑAZAS,EL AROMILLO"
"VERAGUAS,CAÑAZAS,LAS CRUCES"
"VERAGUAS,LA MEZA,INVALIDO"
"VERAGUAS,LA MEZA,LA MESA (CABECERA)"
"VERAGUAS,LA MEZA,BISVALLES"
"VERAGUAS,LA MEZA,BORO"
"VERAGUAS,LA MEZA,LLANO GRANDE"
"VERAGUAS,LA MEZA,SAN BARTOLO"
"VERAGUAS,LA MEZA,LOS MILAGROS"
"VERAGUAS,LAS PALMAS,INVALIDO"
"VERAGUAS,LAS PALMAS,LAS PALMAS (CABECERA)"
"VERAGUAS,LAS PALMAS,SAN MARTIN DE PORRES"
"VERAGUAS,LAS PALMAS,VIGUI"
"VERAGUAS,LAS PALMAS,ZAPOTILLO"
"VERAGUAS,LAS PALMAS,ALTAMIRA"
"VERAGUAS,LAS PALMAS,CERRO DE CASA"
"VERAGUAS,LAS PALMAS,COROZAL"
"VERAGUAS,LAS PALMAS,EL MARIA"
"VERAGUAS,LAS PALMAS,EL PRADO"
"VERAGUAS,LAS PALMAS,EL RINCON"
"VERAGUAS,LAS PALMAS,LOLA"
"VERAGUAS,LAS PALMAS,PIXVAE"
"VERAGUAS,LAS PALMAS,PUERTO VIDAL"
"VERAGUAS,MONTIJO,INVALIDO"
"VERAGUAS,MONTIJO,MONTIJO (CABECERA)"
"VERAGUAS,MONTIJO,EL PILON"
"VERAGUAS,MONTIJO,ARENAS"
"VERAGUAS,MONTIJO,GOBERNADORA"
"VERAGUAS,MONTIJO,LA GARCEANA"
"VERAGUAS,MONTIJO,LEONES"
"VERAGUAS,MONTIJO,CEBACO"
"VERAGUAS,MONTIJO,COSTA HERMOSA"
"VERAGUAS,MONTIJO,UNION DEL NORTE"
"VERAGUAS,MONTIJO,TEBARIO"
"VERAGUAS,RIO DE JESUS,INVALIDO"
"VERAGUAS,RIO DE JESUS,RIO DE JESUS (CABECERA)"
"VERAGUAS,RIO DE JESUS,LAS HUACAS"
"VERAGUAS,RIO DE JESUS,LOS CASTILLOS"
"VERAGUAS,RIO DE JESUS,UTIRA"
"VERAGUAS,RIO DE JESUS,CATORCE DE NOVIEMBRE"
"VERAGUAS,SAN FRANCISCO,INVALIDO"
"VERAGUAS,SAN FRANCISCO,SAN FRANCISCO (CABECERA)"
"VERAGUAS,SAN FRANCISCO,CORRAL FALSO"
"VERAGUAS,SAN FRANCISCO,LOS HATILLOS"
"VERAGUAS,SAN FRANCISCO,REMANCE"
"VERAGUAS,SAN FRANCISCO,SAN JUAN"
"VERAGUAS,SAN FRANCISCO,SAN JOSE"
"VERAGUAS,SANTA FE,INVALIDO"
"VERAGUAS,SANTA FE,SANTA FE (CABECERA)"
"VERAGUAS,SANTA FE,CALOVEBORA"
"VERAGUAS,SANTA FE,EL ALTO"
"VERAGUAS,SANTA FE,EL CUAY"
"VERAGUAS,SANTA FE,EL PANTANO"
"VERAGUAS,SANTA FE,GATU O GATUCITO"
"VERAGUAS,SANTA FE,RIO LUIS"
